404,4,2,1,8,4.4151
404,4,1,7,3,47.971
404,4,5,7,2,15.878
404,4,8,4,6,6.0344
404,4,6,5,5,5.9562
404,4,4,3,8,11.015
404,4,2,8,4,8.2766
404,4,1,6,3,9.5663
404,4,4,2,7,6.1003
404,4,9,8,8,2.9481
404,4,2,6,5,3.2969
404,4,6,7,4,7.5993
404,4,9,4,2,5.8756
404,4,3,4,7,4.7958
404,4,8,7,8,5.3431
404,4,2,4,6,9.4849
404,4,7,4,7,6.1353
404,4,2,7,5,5.6844
404,4,5,7,3,4.8523
404,4,9,4,4,4.5163
404,4,7,8,6,5.0263
404,4,7,6,2,7.2934
404,4,7,8,8,3.0531
404,4,8,7,7,7.6067
404,4,8,5,3,3.6259
404,4,4,8,4,4.7154
404,4,7,6,2,3.0096
404,4,9,4,5,5.9636
404,4,5,4,7,8.7215
404,4,3,7,6,21.303
404,4,5,7,2,9.7562
404,4,5,6,6,5.4971
404,4,9,8,8,2.704
404,4,1,9,5,4.6299
404,4,3,2,7,4.0954
404,4,1,6,7,3.8051
404,4,8,2,5,5.7665
404,4,5,3,4,5.6176
404,4,2,4,8,5.2027
404,4,5,2,8,2.0862
404,4,1,8,3,4.4672
404,4,5,3,3,11.057
404,4,7,1,3,9.2918
404,4,9,6,6,6.2025
404,4,3,2,6,8.5191
404,4,4,7,5,3.3351
404,4,7,6,4,3.7636
404,4,5,9,5,3.231
404,4,2,7,3,5.9036
404,4,3,7,8,2.7262
404,4,1,8,3,5.6273
404,4,3,1,7,6.973
404,4,8,9,8,4.282
404,4,6,8,6,5.3934
404,4,8,9,7,5.3417
404,4,9,1,4,6.4591
404,4,7,5,2,6.6524
404,4,1,5,6,5.6365
404,4,8,3,4,8.6138
404,4,1,2,7,4.5459
404,4,1,5,6,3.2693
404,4,4,9,6,6.1969
404,4,2,1,8,2.7681
404,4,7,9,6,5.4737
404,4,2,4,8,1.9953
404,4,8,1,5,4.3623
404,4,1,7,5,3.6462
404,4,4,6,6,2.9905
404,4,3,1,8,2.4426
404,4,6,8,3,7.0653
404,4,2,1,8,3.5858
404,4,3,1,7,3.8594
404,4,3,7,5,3.6278
404,4,8,3,4,6.1742
404,4,4,8,5,4.7474
404,4,6,5,8,2.5762
404,4,1,4,7,6.9708
404,4,7,6,3,12.166
404,4,1,2,7,4.7085
404,4,9,7,6,5.2423
404,4,6,1,6,6.1402
404,4,4,9,3,8.9707
404,4,3,9,1,8.2002
404,4,2,7,5,8.7543
404,4,4,9,1,12.698
404,4,1,4,7,11.427
404,4,7,5,2,4.5427
404,4,5,7,3,5.7223
404,4,3,2,6,4.4898
404,4,4,7,5,5.6572
404,4,5,1,5,13.994
404,4,9,1,1,4.5612
404,4,5,4,3,4.91
404,4,2,1,7,4.1881
404,4,1,3,8,2.4395
404,4,5,4,7,2.9672
404,4,3,7,5,5.6829
404,4,7,2,3,10.485
404,4,4,2,7,4.0853
404,4,6,2,7,3.7013
404,4,4,6,6,3.379
404,4,1,5,6,2.4945
404,4,5,2,8,2.5423
404,4,3,7,5,7.115
404,4,1,6,5,4.8176
404,4,9,2,1,3.7642
404,4,9,6,5,8.9115
404,4,7,4,3,9.7584
404,4,5,4,4,4.9724
404,4,5,3,5,4.7298
404,4,8,3,3,4.7841
404,4,5,3,4,7.0115
404,4,9,3,3,4.335
404,4,9,5,3,5.2683
404,4,2,9,1,6.2136
404,4,8,9,7,8.6891
404,4,9,8,6,5.9613
404,4,5,8,3,5.9662
404,4,9,4,3,12.306
404,4,1,4,6,9.8674
404,4,9,3,3,3.5643
404,4,4,5,5,4.3522
404,4,2,3,7,2.0219
404,4,9,8,7,4.2794
404,4,1,5,6,3.7743
404,4,4,8,6,5.1477
404,4,5,6,6,3.9363
404,4,5,3,5,6.982
404,4,5,6,8,1.9057
404,4,3,1,8,1.5445
404,4,5,4,8,2.557
404,4,4,7,7,2.3135
404,4,6,2,5,6.7346
404,4,8,2,5,4.7414
404,4,6,7,2,4.7809
404,4,9,6,5,7.3751
404,4,2,1,8,1.7888
404,4,6,3,6,2.3581
404,4,5,2,7,2.843
404,4,9,2,3,5.9155
404,4,4,6,5,3.7467
404,4,6,1,4,3.0074
404,4,9,3,4,5.0515
404,4,2,3,7,3.7156
404,4,7,3,7,5.8729
404,4,5,6,7,4.9542
404,4,8,5,5,3.5594
404,4,3,6,4,4.8933
404,4,9,3,2,3.2125
404,4,4,2,7,5.7272
404,4,5,8,5,2.9572
404,4,5,1,7,1.9944
404,4,3,7,5,5.5653
404,4,6,2,4,3.4263
404,4,5,1,6,2.6372
404,4,6,3,5,6.3272
404,4,3,2,6,4.447
404,4,9,2,4,2.8335
404,4,2,7,2,4.099
404,4,4,8,3,2.3204
404,4,8,6,3,6.8064
404,4,4,9,4,5.3528
404,4,6,5,7,3.9432
404,4,1,8,6,2.9237
404,4,2,5,5,2.8108
404,4,7,5,1,6.286
404,4,6,1,7,5.4926
404,4,6,3,8,3.6945
404,4,9,7,7,4.2711
404,4,7,4,5,3.0479
404,4,5,6,7,4.6556
404,4,7,1,5,4.217
404,4,5,4,4,3.8446
404,4,3,9,1,3.3418
404,4,6,7,2,7.4021
404,4,1,7,4,2.6927
404,4,4,5,6,4.2213
404,4,4,1,8,2.7919
404,4,6,7,4,5.8667
404,4,1,9,2,2.8835
404,4,7,3,3,3.1411
404,4,6,8,6,6.5697
404,4,4,7,6,5.5121
404,4,6,8,6,3.4718
404,4,6,8,5,7.385
404,4,3,4,8,2.0215
404,4,7,9,7,4.2953
404,4,9,7,7,3.9184
404,4,8,1,3,4.3097
404,4,8,3,6,2.5552
404,4,8,6,4,4.1371
404,4,1,5,4,3.1269
404,4,9,5,6,2.6385
404,4,2,6,6,3.4814
404,4,4,1,8,1.8572
404,4,1,9,5,4.9364
404,4,3,7,5,4.3579
404,4,3,5,7,4.1403
404,4,6,7,5,2.8244
404,4,4,7,4,2.2515
404,4,3,4,8,2.6601
404,4,8,3,4,20.011
404,4,2,3,7,3.5853
404,4,3,4,8,2.1976
404,4,8,5,2,3.6643
404,4,4,6,6,2.5113
404,4,5,8,3,5.7255
404,4,6,2,6,2.4131
404,4,1,8,4,2.6238
404,4,3,8,4,1.4827
404,4,3,4,8,1.8099
404,4,7,9,6,4.6508
404,4,7,9,6,2.9651
404,4,8,3,3,3.474
404,4,6,8,4,3.8656
404,4,6,9,3,4.1284
404,4,8,9,7,2.2078
404,4,7,5,3,2.2504
404,4,1,8,5,3.5869
