303,3,4,8,1,2.4724
303,3,7,4,3,20.807
303,3,9,6,4,7.8369
303,3,5,9,2,3.6397
303,3,6,1,2,3.2395
303,3,8,7,3,5.0626
303,3,9,2,1,4.431
303,3,3,6,1,2.4326
303,3,8,1,1,3.0395
303,3,4,9,1,46.504
303,3,5,1,2,10.002
303,3,1,2,4,26.597
303,3,9,3,1,10.709
303,3,2,5,5,10.83
303,3,5,1,3,6.32
303,3,1,7,1,2.0854
303,3,1,3,4,3.6183
303,3,1,8,1,1.523
303,3,5,9,1,5.7506
303,3,8,5,1,4.804
303,3,1,7,1,1.8463
303,3,6,9,1,2.9573
303,3,5,7,1,1.7521
303,3,8,4,5,10.82
303,3,1,6,4,3.766
303,3,5,1,3,5.393
303,3,4,7,1,3.179
303,3,3,8,1,1.3266
303,3,8,4,1,1.7396
303,3,3,1,7,8.1507
303,3,3,8,1,4.8677
303,3,4,6,4,8.6093
303,3,7,1,1,1.9798
303,3,1,7,1,1.1339
303,3,6,2,1,3.0121
303,3,8,7,5,34.686
303,3,4,8,1,4.0622
303,3,9,5,1,2.239
303,3,5,7,1,3.175
303,3,5,6,8,7.7708
303,3,3,7,1,4.3578
303,3,9,1,1,2.2993
303,3,6,3,4,5.1038
303,3,4,3,7,5.9086
303,3,8,5,4,3.2584
303,3,1,2,6,5.0825
303,3,6,1,4,12.768
303,3,6,3,6,7.032
303,3,9,8,8,2.2097
303,3,5,9,1,1.1466
303,3,7,8,7,9.5826
303,3,5,8,4,5.0757
303,3,9,2,1,2.78
303,3,6,1,6,5.5502
303,3,5,7,1,2.5943
303,3,5,3,8,4.1731
303,3,7,2,3,6.8587
303,3,7,9,7,3.5799
303,3,3,2,4,8.0633
303,3,4,9,1,1.0398
303,3,9,8,8,2.2802
303,3,1,6,6,5.8058
303,3,8,3,4,5.6736
303,3,9,2,1,1.2731
303,3,5,4,7,2.6159
303,3,9,4,4,1.8742
303,3,8,7,8,2.312
303,3,2,7,3,3.5534
303,3,4,6,7,3.8269
303,3,1,4,5,3.5796
303,3,7,6,3,3.6921
303,3,8,3,6,3.084
303,3,1,8,2,1.6986
303,3,2,4,6,6.5917
303,3,9,7,7,6.8119
303,3,9,2,1,1.9995
303,3,1,2,8,3.7771
303,3,5,9,3,3.7087
303,3,8,4,3,2.1562
303,3,9,5,3,1.1288
303,3,5,6,6,2.0454
303,3,8,7,7,1.8385
303,3,9,8,7,2.5038
303,3,4,5,7,2.7394
303,3,3,9,3,2.0553
303,3,1,9,2,21.639
303,3,3,8,2,3.907
303,3,9,4,1,10.101
303,3,5,1,8,1.947
303,3,4,6,6,3.654
303,3,7,3,6,5.7236
303,3,7,4,7,2.0264
303,3,8,6,8,1.2247
303,3,9,6,7,2.6304
303,3,2,9,5,4.6049
303,3,2,8,5,1.4298
303,3,9,1,5,1.1514
303,3,7,2,5,0.88245
303,3,8,9,8,0.57483
303,3,7,2,2,5.2251
303,3,8,5,3,3.5751
303,3,6,1,6,1.8655
303,3,8,1,3,3.5686
303,3,7,4,5,2.5798
303,3,6,5,8,4.3027
303,3,8,9,8,3.1864
303,3,8,7,8,1.5551
303,3,6,7,6,2.7264
303,3,4,2,7,3.4048
303,3,1,4,7,1.5426
303,3,3,8,4,2.2019
303,3,9,6,4,6.419
303,3,7,3,7,4.1825
303,3,7,5,2,2.0465
303,3,3,6,6,3.4228
303,3,3,1,4,4.0245
303,3,9,6,5,4.5853
303,3,1,3,8,1.9061
303,3,7,2,7,2.3932
303,3,3,5,7,6.0914
303,3,1,7,2,2.6152
303,3,9,1,1,8.8475
303,3,2,6,6,9.7452
303,3,3,9,1,5.1349
303,3,4,5,8,36.114
303,3,6,9,2,4.6479
303,3,4,1,7,2.1557
303,3,7,4,6,1.7182
303,3,5,8,3,2.162
303,3,1,4,3,4.8307
303,3,2,8,3,1.5025
303,3,6,7,1,0.98042
303,3,3,6,6,3.5672
303,3,2,7,3,2.3698
303,3,7,8,7,1.9411
303,3,8,1,1,5.0072
303,3,5,7,3,2.9526
303,3,3,5,6,1.8606
303,3,7,1,3,1.5169
303,3,9,2,1,1.3952
303,3,5,4,8,2.8307
303,3,6,5,8,2.6392
303,3,3,4,8,1.7509
303,3,4,9,1,1.8118
303,3,8,2,4,4.447
303,3,2,1,7,9.4393
303,3,8,7,8,5.1289
303,3,3,4,8,4.6378
303,3,7,8,8,2.487
303,3,6,5,8,4.2596
303,3,9,2,6,2.9085
303,3,7,5,3,5.1647
303,3,1,7,3,3.3609
303,3,6,4,8,3.148
303,3,5,8,1,2.5435
303,3,4,7,3,2.0443
303,3,9,3,7,2.9089
303,3,5,8,6,2.6831
303,3,6,8,8,2.9937
303,3,7,6,8,2.7809
303,3,3,9,7,1.5829
303,3,2,3,8,1.489
303,3,1,9,7,3.0636
303,3,3,9,2,5.438
303,3,9,5,3,12.407
303,3,9,1,2,10.22
303,3,1,9,6,2.6631
303,3,1,4,8,1.9203
303,3,4,3,7,1.5929
303,3,9,6,7,2.9519
303,3,6,5,7,3.0761
303,3,4,2,8,0.77963
303,3,2,7,3,1.7585
303,3,6,8,6,2.6996
303,3,2,9,6,1.8923
303,3,2,3,6,1.564
303,3,3,5,6,0.8961
303,3,7,4,6,2.1269
303,3,2,6,6,1.7902
303,3,3,2,8,1.3386
303,3,8,1,3,2.5653
303,3,7,6,7,8.0491
303,3,7,9,8,1.5887
303,3,7,2,3,2.7618
303,3,9,7,8,1.6152
303,3,6,8,6,2.738
303,3,3,4,8,3.2386
303,3,7,2,2,43.206
303,3,3,4,7,2.5964
303,3,5,9,4,3.2459
303,3,8,7,8,1.9992
303,3,2,4,6,7.4561
303,3,6,9,6,2.2522
303,3,4,9,1,1.9878
303,3,1,6,5,3.5754
303,3,8,1,3,2.3786
303,3,4,9,2,1.999
303,3,7,5,6,2.8154
303,3,7,6,6,1.808
303,3,2,5,8,3.2271
303,3,7,9,7,1.4839
303,3,5,4,8,3.3777
303,3,3,7,6,11.58
303,3,5,1,8,2.645
303,3,6,5,8,4.6394
303,3,5,1,8,4.5555
303,3,5,2,8,3.4159
303,3,1,7,3,3.0764
303,3,1,5,8,2.3499
303,3,2,9,3,2.9469
303,3,6,1,7,5.7288
303,3,4,8,3,1.9512
303,3,8,2,6,2.8981
303,3,9,4,5,2.0966
303,3,9,6,6,1.6463
303,3,2,8,6,1.3593
303,3,6,4,8,1.8206
303,3,9,8,8,1.1911
303,3,3,1,8,1.4505
303,3,8,3,7,1.8112
303,3,1,3,7,1.1815
303,3,1,4,7,1.0716
303,3,5,3,8,1.3352
303,3,6,7,8,2.1817
303,3,4,9,6,1.8084
303,3,3,9,1,3.1664
303,3,1,8,3,2.307
303,3,2,6,8,2.2344
303,3,2,6,6,1.7624
303,3,3,6,6,1.5507
303,3,2,5,6,0.97515
303,3,9,7,8,1.8007
303,3,8,2,6,2.9128
303,3,2,7,4,2.4825
303,3,9,8,8,1.3132
303,3,1,3,8,1.6946
303,3,9,3,3,2.3631
303,3,1,2,8,1.3914
303,3,4,8,6,1.7224
303,3,3,2,8,3.9446
303,3,9,3,8,5.9487
303,3,3,9,8,2.4674
303,3,9,1,6,1.4762
303,3,5,4,3,4.2039
303,3,6,3,6,4.0694
303,3,5,3,6,8.4688
303,3,3,6,8,1.2191
303,3,9,4,3,2.1782
303,3,3,9,4,2.5258
303,3,2,6,6,7.8045
303,3,8,5,3,1.8833
303,3,4,8,7,1.6829
303,3,1,6,7,1.935
303,3,5,6,8,0.97901
