302,3,4,1,7,12.938
302,3,3,2,6,8.2432
302,3,4,9,1,4.0295
302,3,6,4,8,6.6394
302,3,1,6,3,7.4966
302,3,3,7,1,1.5841
302,3,2,4,6,11.187
302,3,4,1,3,4.2129
302,3,9,6,1,1.6617
302,3,1,7,1,2.011
302,3,1,2,8,2.9235
302,3,6,2,7,7.5468
302,3,2,3,6,9.5702
302,3,4,8,1,1.9286
302,3,7,1,1,1.7896
302,3,1,3,8,5.9287
302,3,9,7,8,2.671
302,3,7,6,1,2.5826
302,3,5,2,8,5.2191
302,3,7,3,4,44.358
302,3,4,5,7,3.3845
302,3,8,1,1,4.7881
302,3,3,5,7,14.055
302,3,9,7,8,1.7411
302,3,9,8,8,1.0514
302,3,4,6,7,4.9962
302,3,2,7,1,3.2323
302,3,2,5,8,4.6745
302,3,1,9,1,1.4834
302,3,9,4,3,11.377
302,3,6,2,6,4.1273
302,3,7,2,1,2.6697
302,3,7,8,8,1.5085
302,3,9,4,3,7.9451
302,3,3,6,4,15.36
302,3,1,5,7,5.1019
302,3,7,1,1,1.7192
302,3,6,9,4,9.3647
302,3,4,2,7,2.8207
302,3,9,7,8,1.029
302,3,8,7,8,0.86199
302,3,4,5,7,12.812
302,3,7,1,1,1.3606
302,3,4,5,7,3.2599
302,3,6,8,5,6.2185
302,3,1,4,6,8.7887
302,3,9,1,1,1.2891
302,3,8,4,3,4.5322
302,3,8,6,1,1.2315
302,3,2,4,8,3.2146
302,3,5,9,1,1.6332
302,3,8,7,8,1.053
302,3,5,1,6,5.8769
302,3,4,7,1,7.1954
302,3,8,5,1,1.2139
302,3,4,1,8,1.7275
302,3,4,5,7,7.0336
302,3,3,9,2,2.8829
302,3,9,4,2,2.3055
302,3,8,7,8,3.3029
302,3,7,2,1,3.294
302,3,9,2,1,2.2999
302,3,8,3,2,6.3047
302,3,8,4,4,5.7031
302,3,8,3,5,4.4707
302,3,1,3,8,7.8295
302,3,7,2,4,4.3533
302,3,4,7,7,5.3034
302,3,9,1,1,1.4137
302,3,4,7,2,5.0393
302,3,4,9,6,5.5778
302,3,1,7,2,6.2354
302,3,4,7,2,1.6374
302,3,7,6,3,3.6529
302,3,6,4,8,5.7799
302,3,6,1,7,3.1993
302,3,8,2,4,3.3919
302,3,8,1,1,1.5775
302,3,2,8,1,6.0277
302,3,3,7,2,5.0048
302,3,2,3,2,20.199
302,3,7,4,2,2.386
302,3,2,7,1,3.6359
302,3,3,9,2,3.2368
302,3,7,4,2,1.6379
302,3,7,5,1,1.7983
302,3,3,4,8,2.3516
302,3,8,9,8,1.5887
302,3,6,4,7,2.3576
302,3,9,8,8,1.4642
302,3,1,9,1,3.0252
302,3,7,8,8,1.4984
302,3,2,7,1,1.7158
302,3,7,1,1,1.393
302,3,8,6,3,3.2586
302,3,7,8,8,1.4493
302,3,2,7,1,2.7362
302,3,9,8,8,1.4452
302,3,8,7,8,1.0655
302,3,7,5,1,2.1909
302,3,2,1,8,5.0815
302,3,1,5,7,2.0937
302,3,7,3,2,2.3927
302,3,6,5,8,1.9128
302,3,2,6,4,7.8541
302,3,6,8,3,4.4875
302,3,1,7,2,7.6693
302,3,2,1,7,3.5724
302,3,3,2,8,1.655
302,3,4,2,8,4.3095
302,3,5,2,8,4.2041
302,3,1,5,6,3.4778
302,3,9,8,8,1.5314
302,3,7,5,2,9.3574
302,3,4,9,5,5.243
302,3,2,4,6,6.8263
302,3,1,2,8,4.3136
302,3,1,8,1,2.3362
302,3,1,3,4,7.6666
302,3,1,9,2,2.0051
302,3,6,7,4,3.6387
302,3,9,2,1,1.4961
302,3,7,4,2,1.9184
302,3,1,6,5,3.8741
302,3,8,3,6,3.0498
302,3,5,6,8,14.723
302,3,1,8,1,1.6106
