271888	1	1	1	1	5	6
271888	1	1	2	7	6	5
271888	1	1	3	6	9	7
271888	1	1	4	1	2	7
271888	1	1	5	3	7	5
271888	1	1	6	4	1	3
271888	1	1	7	9	2	1
271888	1	1	8	4	7	5
271888	1	1	9	1	8	3
271888	1	1	10	3	8	4
271888	1	1	11	7	9	2
271888	1	1	12	8	4	6
271888	1	1	13	2	1	3
271888	1	1	14	6	3	2
271888	1	1	15	1	3	4
271888	1	1	16	9	8	6
271888	1	1	17	2	8	2
271888	1	1	18	9	5	1
271888	1	1	19	6	1	2
271888	1	1	20	6	4	6
271888	1	1	21	3	4	4
271888	1	1	22	7	3	6
271888	1	1	23	7	2	2
271888	1	1	24	6	2	5
271888	1	1	25	8	9	7
271888	1	1	26	5	3	3
271888	1	1	27	6	7	2
271888	1	1	28	9	3	3
271888	1	1	29	8	3	6
271888	1	1	30	5	9	3
271888	1	1	31	1	9	4
271888	1	1	32	5	8	2
271888	1	1	33	2	4	6
271888	1	1	34	4	8	7
271888	1	1	35	2	7	2
271888	1	1	36	5	7	2
271888	1	1	37	7	8	6
271888	1	1	38	8	1	4
271888	1	1	39	9	1	2
271888	1	1	40	1	7	5
271888	1	1	41	4	3	6
271888	1	1	42	4	9	6
271888	1	1	43	8	7	7
271888	1	1	44	4	5	2
271888	1	1	45	9	4	4
271888	1	1	46	5	1	6
271888	1	1	47	4	2	3
271888	1	1	48	2	5	8
271888	1	1	49	3	5	4
271888	1	1	50	8	5	3
271888	1	1	51	9	6	7
271888	1	1	52	6	8	7
271888	1	1	53	9	7	4
271888	1	1	54	2	9	3
271888	1	1	55	1	4	2
271888	1	1	56	4	6	7
271888	1	1	57	3	9	3
271888	1	1	58	2	3	2
271888	1	1	59	3	6	5
271888	1	1	60	7	1	3
271888	1	1	61	5	2	6
271888	1	1	62	3	2	6
271888	1	1	63	3	1	4
271888	1	1	64	1	6	3
271888	1	1	65	7	5	2
271888	1	1	66	8	2	4
271888	1	1	67	5	4	5
271888	1	1	68	5	6	4
271888	1	1	69	8	6	7
271888	1	1	70	6	5	5
271888	1	1	71	2	6	3
271888	1	1	72	7	4	4
271888	1	2	1	1	3	3
271888	1	2	2	3	2	2
271888	1	2	3	6	1	4
271888	1	2	4	2	7	3
271888	1	2	5	3	8	5
271888	1	2	6	4	8	6
271888	1	2	7	5	8	5
271888	1	2	8	5	2	7
271888	1	2	9	8	7	8
271888	1	2	10	1	6	4
271888	1	2	11	7	6	6
271888	1	2	12	5	3	5
271888	1	2	13	8	3	6
271888	1	2	14	1	2	7
271888	1	2	15	4	9	8
271888	1	2	16	4	5	5
271888	1	2	17	9	6	8
271888	1	2	18	7	9	7
271888	1	2	19	2	4	5
271888	1	2	20	6	8	6
271888	1	2	21	5	9	4
271888	1	2	22	9	8	7
271888	1	2	23	4	6	7
271888	1	2	24	8	5	4
271888	1	2	25	9	5	3
271888	1	2	26	8	4	6
271888	1	2	27	4	7	7
271888	1	2	28	1	7	2
271888	1	2	29	1	8	4
271888	1	2	30	2	1	4
271888	1	2	31	5	4	2
271888	1	2	32	9	3	5
