4	2	927.07	1	1
4	2	972.32	1	1
4	2	1289.3	1	1
4	2	700.38	1	1
4	2	1422.4	1	1
4	2	791.18	1	1
4	2	1001.8	1	1
4	2	1092.9	1	1
4	2	2238.5	1	1
4	2	819.02	1	1
4	2	998.26	1	1
4	2	952.25	1	1
4	2	1353.8	1	1
4	2	960.71	1	1
4	2	1036.4	1	1
4	2	1036.9	1	1
4	2	832.18	1	1
4	2	853.84	1	1
4	2	1205.1	1	1
4	2	913.44	1	1
4	2	992.92	1	1
4	2	1661.8	1	1
4	2	882.29	1	1
4	2	945.33	1	1
4	2	888.83	1	1
4	2	1422.1	1	1
4	2	1390.2	1	1
4	2	915.73	1	1
4	2	1002.6	1	1
4	2	787.16	1	1
4	2	870.01	1	1
4	2	677.77	1	1
4	2	1217.9	1	1
4	2	724.38	1	1
4	2	945.43	1	1
4	2	965.96	1	1
4	2	859.84	1	1
4	2	1099.6	1	1
4	2	1005.9	1	1
4	2	1499.3	1	1
4	2	1055.7	1	1
4	2	871.37	1	1
4	2	751.68	1	1
4	2	1698.3	1	1
4	2	2270.5	1	1
4	2	871.16	1	1
4	2	1690.8	1	1
4	2	826.24	1	1
4	2	660.56	1	1
4	2	1635.5	1	1
4	2	1078.5	1	1
4	2	798.25	1	1
4	2	459.02	1	1
4	2	1048	1	1
4	2	1196.7	1	1
4	2	846.76	1	1
4	2	799.51	1	1
4	2	1031.1	1	1
4	2	935.75	1	1
4	2	790.85	1	1
4	2	945.88	1	1
4	2	846.05	1	1
4	2	1186.7	1	1
4	2	1287.8	1	1
4	2	1156	1	1
4	2	1008	1	1
4	2	1527.7	1	1
4	2	1345.9	1	1
4	2	1266.9	1	1
4	2	1101.3	1	1
4	2	1413.6	1	1
4	2	939.02	1	1
4	2	1086.4	1	1
4	2	1003.3	1	1
4	2	965.43	1	1
4	2	1456.5	1	1
4	2	918.74	1	1
4	2	1360.7	1	1
4	2	960.88	1	1
4	2	1633.7	1	1
4	2	1193.3	1	1
4	2	1977.4	1	1
4	2	991.63	1	1
4	2	1194.3	1	1
4	2	1030.2	1	1
4	2	1470.3	1	1
4	2	963.46	1	1
4	2	1027.3	1	1
4	2	987.63	1	1
4	2	1017.6	1	1
4	2	1003.5	1	1
4	2	913.64	1	1
4	2	1256.6	1	1
4	2	1447.8	1	1
4	2	1554	1	1
4	2	885.5	1	1
4	2	1145.2	1	1
4	2	1044.2	1	1
4	2	910.3	1	1
4	2	1262.9	1	1
4	2	789.97	1	1
4	2	799.58	1	1
4	2	831.31	1	1
4	2	724.21	1	1
4	2	640.34	1	1
4	2	773.06	1	1
4	2	738.76	1	1
4	2	597.03	1	1
4	2	732.66	1	1
4	2	649.24	1	1
4	2	701.68	1	1
4	2	745.87	1	1
4	2	768.1	1	1
4	2	899.68	1	1
4	2	641.26	1	1
4	2	1470.6	1	1
4	2	829.35	1	1
4	2	743.43	1	1
4	2	738.89	1	1
4	2	895.38	1	1
4	2	1198.7	1	1
4	2	716.31	1	1
4	2	699.64	1	1
4	2	700.38	1	1
4	2	657.78	1	1
4	2	670.28	1	1
4	2	573.29	1	1
4	2	760.65	1	1
4	2	751.07	1	1
4	2	683.79	1	1
4	2	727.85	1	1
4	2	567.37	1	1
4	2	566.21	1	1
4	2	661.06	1	1
4	2	834.45	1	1
4	2	708.53	1	1
4	2	667.19	1	1
4	2	605.6	1	1
4	2	705.08	1	1
4	2	649.07	1	1
4	2	568.37	1	1
4	2	794.48	1	1
4	2	587.41	1	1
4	2	661.94	1	1
4	2	697.54	1	1
4	2	710.11	1	1
4	2	656.25	1	1
4	2	784.36	1	1
4	2	790.2	1	1
4	2	841.9	1	1
4	2	793.43	1	1
4	2	697.59	1	1
4	2	696.62	1	1
4	2	596.8	1	1
4	2	618.95	1	1
4	2	710.46	1	1
4	2	787.1	1	1
4	2	833.59	1	1
4	2	707.77	1	1
4	2	748.78	1	1
4	2	728.97	1	1
4	2	855.04	1	1
4	2	595.76	1	1
4	2	680.91	1	1
4	2	782.19	1	1
4	2	600.04	1	1
4	2	644.2	1	1
4	2	649.97	1	1
4	2	723.98	1	1
4	2	633.07	1	1
4	2	735.2	1	1
4	2	759.13	1	1
4	2	720.75	1	1
4	2	780.62	1	1
4	2	657.76	1	1
4	2	669.27	1	1
4	2	683.73	1	1
4	2	954.44	1	1
4	2	754.12	1	1
4	2	983	1	1
4	2	678.92	1	1
4	2	546.67	1	1
4	2	558.41	1	1
4	2	613.66	1	1
4	2	637.57	1	1
4	2	1227.3	1	1
4	2	665.34	1	1
4	2	804.19	1	1
4	2	617.78	1	1
4	2	920.3	1	1
4	2	610.19	1	1
4	2	699.46	1	1
4	2	708.01	1	1
4	2	672.95	1	1
4	2	586.24	1	1
4	2	679.67	1	1
4	2	866.86	1	1
4	2	673.87	1	1
4	2	655.81	1	1
4	2	590.34	1	1
4	2	670.44	1	1
4	2	626.1	1	1
4	2	788.41	1	1
4	2	744.27	1	1
4	2	623.79	1	1
4	2	718.54	1	1
4	2	624.77	1	1
4	2	850.12	1	1
4	2	732.55	1	1
4	2	641.17	1	1
4	2	586.63	1	1
4	2	625.08	1	1
4	2	720.59	1	1
4	2	641.24	1	1
4	2	631.94	1	1
4	2	741.19	1	1
4	2	592.05	1	1
4	2	609.65	1	1
4	2	566.43	1	1
4	2	583.62	1	1
4	2	688.37	1	1
4	2	628.07	1	1
4	2	696.3	1	1
4	2	604.56	1	1
4	2	667.54	1	1
4	2	861.15	1	1
4	2	663.7	1	1
4	2	693.97	1	1
4	2	648.35	1	1
4	2	670	1	1
4	2	597.88	1	1
4	2	792	1	1
4	2	723.2	1	1
4	2	797.79	1	1
4	2	771.74	1	1
4	2	750.54	1	1
4	2	692.31	1	1
4	2	626.11	1	1
4	2	606.45	1	1
4	2	778.17	1	1
4	2	815.22	1	1
4	2	755.53	1	1
4	2	664.39	1	1
4	2	628.04	1	1
4	2	632.92	1	1
4	2	704.07	1	1
4	2	613.19	1	1
4	2	649.73	1	1
4	2	699.27	1	1
4	2	637.97	1	1
4	2	758.64	1	1
4	2	806.2	1	1
4	2	747.12	1	1
4	2	1106.7	1	1
4	2	605.36	1	1
4	2	618.7	1	1
4	2	779.7	1	1
4	2	558.3	1	1
4	2	647.66	1	1
4	2	594.61	1	1
4	2	597.69	1	1
4	2	776.9	1	1
4	2	605.64	1	1
4	2	1003.7	1	1
4	2	588.65	1	1
4	2	697.72	1	1
4	2	713.78	1	1
4	2	684.18	1	1
4	2	726.15	1	1
4	2	853.57	1	1
4	2	650.77	1	1
4	2	950.92	1	1
4	2	743.73	1	1
4	2	571.48	1	1
4	2	724.15	1	1
4	2	690.85	1	1
