243,1,4,2,Top,Diff,Congruent,Inverted,Aligned,1,9,1,2,1.1052
243,1,4,2,Top,Diff,Congruent,Upright,Split,5,7,1,2,1.1584
243,1,4,1,Top,Diff,Incongruent,Inverted,Aligned,5,9,1,2,1.0859
243,1,4,1,Top,Diff,Incongruent,Inverted,Split,1,7,1,2,1.2179
243,1,4,2,Top,Same,Congruent,Inverted,Split,9,9,1,1,1.123
243,1,4,1,Top,Diff,Congruent,Upright,Aligned,5,7,1,2,1.1156
243,1,4,2,Top,Same,Incongruent,Inverted,Aligned,7,9,1,1,0.78022
243,1,4,1,Top,Diff,Incongruent,Upright,Aligned,9,5,1,2,0.42316
243,1,4,2,Top,Same,Incongruent,Upright,Aligned,9,7,0,2,0.41298
243,1,4,2,Top,Same,Congruent,Inverted,Split,9,9,1,1,0.73981
243,1,4,1,Top,Diff,Incongruent,Upright,Aligned,9,5,1,2,0.71212
243,1,4,1,Top,Same,Incongruent,Upright,Split,5,1,0,2,0.79846
243,1,4,2,Top,Diff,Congruent,Upright,Split,5,7,1,2,0.59651
243,1,4,2,Top,Same,Incongruent,Inverted,Aligned,7,9,1,1,0.58834
243,1,4,2,Top,Diff,Incongruent,Upright,Split,9,5,1,2,0.82559
243,1,4,2,Top,Diff,Congruent,Inverted,Aligned,1,9,1,2,0.47198
243,1,4,1,Top,Same,Congruent,Inverted,Split,1,1,1,1,0.55692
243,1,4,1,Top,Diff,Incongruent,Inverted,Aligned,5,9,1,2,0.572
243,1,4,2,Top,Same,Incongruent,Upright,Aligned,9,7,0,2,0.54194
243,1,4,2,Top,Diff,Incongruent,Inverted,Split,9,5,1,2,0.50229
243,1,4,1,Top,Same,Incongruent,Upright,Split,9,7,1,1,0.75463
243,1,4,1,Top,Diff,Congruent,Upright,Aligned,5,7,1,2,0.44905
243,1,4,1,Top,Same,Congruent,Inverted,Aligned,1,1,1,1,0.44976
243,1,4,2,Top,Diff,Incongruent,Upright,Aligned,7,1,1,2,0.51641
243,1,4,1,Top,Diff,Incongruent,Inverted,Split,1,7,0,1,0.52851
243,1,4,1,Top,Same,Incongruent,Upright,Split,5,1,0,2,0.56422
243,1,4,2,Top,Diff,Incongruent,Upright,Split,9,5,1,2,0.65199
243,1,4,1,Top,Same,Incongruent,Upright,Split,9,7,1,1,0.50899
243,1,4,2,Top,Diff,Incongruent,Upright,Aligned,7,1,1,2,0.42331
243,1,4,1,Top,Same,Congruent,Inverted,Aligned,1,1,1,1,0.68086
243,1,4,1,Top,Same,Congruent,Inverted,Split,1,1,1,1,0.63748
243,1,4,2,Top,Diff,Incongruent,Inverted,Split,9,5,1,2,0.45411
243,2,3,1,Bottom,Same,Congruent,Upright,Split,9,9,0,2,1.0773
243,2,3,1,Bottom,Same,Incongruent,Inverted,Aligned,5,9,0,2,0.95371
243,2,3,1,Bottom,Same,Incongruent,Upright,Aligned,1,7,0,2,0.65731
243,2,3,2,Bottom,Diff,Incongruent,Upright,Aligned,9,7,1,2,0.64699
