327,1,4,1,Top,Diff,Incongruent,Upright,Aligned,9,5,1,2,1.3908
327,1,4,2,Top,Same,Congruent,Upright,Aligned,9,9,1,1,0.52695
327,1,4,1,Top,Same,Congruent,Upright,Split,7,7,1,1,1.4948
327,1,4,2,Top,Same,Incongruent,Upright,Split,9,7,0,2,0.58551
327,1,4,1,Top,Diff,Incongruent,Inverted,Split,1,7,NaN,NaN,NaN
327,1,4,1,Top,Same,Incongruent,Inverted,Split,7,9,1,1,0.62931
327,1,4,2,Top,Same,Congruent,Inverted,Split,5,5,1,1,0.58966
327,1,4,1,Top,Same,Incongruent,Upright,Aligned,7,9,0,2,0.56898
327,1,4,2,Top,Diff,Congruent,Upright,Split,1,9,1,2,0.63137
327,1,4,1,Top,Same,Congruent,Inverted,Aligned,1,1,1,1,0.47462
327,1,4,2,Top,Diff,Congruent,Upright,Split,1,9,1,2,1.4446
327,1,4,2,Top,Same,Congruent,Inverted,Split,5,5,1,1,0.69632
327,1,4,2,Top,Same,Congruent,Inverted,Aligned,7,7,0,2,1.8478
327,1,4,1,Top,Same,Congruent,Inverted,Aligned,1,1,1,1,0.45818
327,1,4,1,Top,Same,Incongruent,Inverted,Split,7,9,1,1,0.33601
327,1,4,2,Top,Diff,Congruent,Inverted,Split,7,5,1,2,0.382
327,1,4,1,Top,Diff,Incongruent,Inverted,Split,1,7,1,2,0.60617
327,1,4,2,Top,Same,Congruent,Inverted,Aligned,7,7,1,1,0.73988
327,1,4,1,Top,Same,Congruent,Inverted,Aligned,9,9,1,1,0.46673
327,1,4,1,Top,Diff,Incongruent,Upright,Aligned,9,5,0,1,2.3907
327,1,4,2,Top,Same,Incongruent,Upright,Split,9,7,1,1,0.60793
327,1,4,2,Top,Same,Congruent,Upright,Aligned,9,9,1,1,0.35156
327,1,4,1,Top,Diff,Congruent,Upright,Split,1,9,1,2,0.75279
327,1,4,1,Top,Same,Congruent,Inverted,Aligned,9,9,1,1,0.70197
327,1,4,1,Top,Same,Congruent,Upright,Split,7,7,1,1,0.48842
327,1,4,2,Top,Diff,Incongruent,Upright,Aligned,7,1,1,2,0.55044
327,1,4,2,Top,Diff,Incongruent,Upright,Aligned,7,1,1,2,0.38414
327,1,4,2,Top,Diff,Congruent,Inverted,Split,7,5,0,1,1.0677
327,1,4,2,Top,Same,Incongruent,Inverted,Aligned,7,9,1,1,0.43892
327,1,4,1,Top,Diff,Congruent,Upright,Split,1,9,1,2,0.43669
327,1,4,1,Top,Same,Incongruent,Upright,Aligned,7,9,1,1,0.60381
327,1,4,2,Top,Same,Incongruent,Inverted,Aligned,7,9,1,1,0.38949
